"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
7920,"Glòries El Parc",90,3,2,369000,"ALL4FLAT","F",214,"E",36,2021-11-24,"Yes","Yes",1930,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4100
7921,"Poblenou",80,3,1,350000,"TUKSA","E",196,"E",35,2022-01-18,"Yes","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4375
7922,"Esquerra Alta de l´Eixample",80,3,1,440000,"MYLIFE REAL ESTATE","E",161,"E",40,2022-03-30,"Yes","No",1963,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5500
7923,"Dreta de l´Eixample",82,1,1,890000,"FINQUES MONICO","E",999,"E",999,2022-01-24,"Yes","Yes",2006,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",10853.6585365854
7924,"Raval",55,3,1,249000,"La Casa Agency - Punt Sant Cugat","E",29,"F",223,2022-04-07,"Yes","No",1929,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4527.27272727273
7926,"Bon Pastor",78,3,1,190000,"SOFIA REALES- SERVEIS IMMOBILIARIS","F",240,"E",49,2022-02-15,"No","No",1965,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Andreu",2435.89743589744
7927,"Glòries El Parc",80,4,2,345000,"CASC ANTIC BCN","E",122,"E",25,2022-03-29,"Yes","Yes",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4312.5
7929,"Sagrada Família",140,2,2,580000,"HIPERFINCAS","E",137,"E",28,2022-03-28,"Yes","No",1920,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4142.85714285714
7930,"Camp d´en Grassot - Gràcia N.",95,4,2,370000,"ADLER DI PRIMA","E",164,"E",34,2022-03-21,"No","Yes",1922,"Yes","Yes","No","No","No","No","No","No","No","No","No","Gracia",3894.73684210526
7933,"Raval",74,2,1,335000,"ATIPIKA Lifestyle Properties","F",45,"G",218,2022-03-22,"Yes","Yes",1885,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4527.02702702703
7936,"La Sagrera",90,3,2,415000,"DOLÇA LLAR","G",999,"G",999,2022-03-29,"Yes","No",2000,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4611.11111111111
7937,"Esquerra Alta de l´Eixample",83,3,1,445000,"080 REAL ESTATE","E",181,"E",38,2022-01-21,"No","No",1963,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5361.44578313253
7938,"La Sagrera",98,4,2,365000,"HIPERFINCAS","E",31,"E",148,2022-03-02,"No","No",1999,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Sant Andreu",3724.48979591837
7940,"Esquerra Alta de l´Eixample",122,3,2,6e+05,"VEÍ NOU -  Punt Sants","G",999,"G",999,2022-03-24,"Yes","No",2001,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Eixample",4918.03278688525
7941,"Sant Antoni",113,4,2,439000,"Duran Carasso Barcelona Gestion Inmobiliaria","E",192,"E",39,2022-03-17,"No","No",1977,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3884.95575221239
7942,"El Clot",54,2,1,288000,"YOU HOME IN BARCELONA REAL ESTATE S. L.","G",999,"G",999,2022-04-01,"Yes","No",1987,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",5333.33333333333
7944,"La Verneda - La Pau",100,3,2,346000,"LA CASA GRUP","F",999,"F",999,2022-03-16,"No","No",1976,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3460
7946,"Sagrada Família",87,2,3,449000,"I M M O L","E",150,"E",31,2022-03-01,"Yes","No",1931,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5160.91954022988
7948,"Provençals del Poblenou",81,3,1,258000,"LA CASA AGENCY SANT ANDREU","E",112,"D",119,2022-03-23,"Yes","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3185.18518518519
7951,"Guinardó",198,4,3,650000,"ENGEL & VOELKERS","E",149,"E",31,2022-03-30,"No","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3282.82828282828
7954,"Sant Gervasi - Galvany",153,3,2,875000,"ENGEL & VOELKERS","B",21,"B",6,2022-03-18,"Yes","No",1957,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",5718.95424836601
7957,"Dreta de l´Eixample",96,3,2,825000,"ENGEL & VOELKERS","C",64,"C",10,2022-03-29,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8593.75
7958,"Dreta de l´Eixample",95,2,2,810000,"ENGEL & VOELKERS","C",55,"B",9,2022-03-29,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8526.31578947369
7959,"Dreta de l´Eixample",96,3,2,775000,"ENGEL & VOELKERS","C",56,"B",9,2022-03-29,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8072.91666666667
7961,"Sant Ramon - Maternitat",120,3,2,595000,"GRUP 90","E",160,"E",38,2022-01-27,"No","No",1980,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Les Corts",4958.33333333333
7963,"Esquerra Baixa de l´Eixample",55,2,1,295000,"ENGEL & VOELKERS","E",204,"E",41,2022-03-22,"Yes","No",1930,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5363.63636363636
7964,"La Verneda - La Pau",113,3,2,269000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","E",176,"E",37,2022-03-24,"Yes","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2380.53097345133
7969,"Sant Antoni",140,4,2,695000,"BCN ADVISORS","E",108,"D",23,2021-12-01,"No","No",1935,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4964.28571428571
7970,"Bon Pastor",50,3,1,133900,"NUEVACASA","F",227,"E",48,2022-04-08,"No","No",1954,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",2678
7973,"Sant Antoni",113,4,2,439000,"DURAN CARASSO","E",192,"E",39,2022-02-16,"No","No",1977,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3884.95575221239
7976,"La Guineueta",109,3,1,330000,"TANDEM IMMOBILIARIA","G",221,"G",57,2022-03-23,"No","No",1974,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",3027.52293577982
7977,"Sant Gervasi - Galvany",167,5,3,850000,"TANDEM IMMOBILIARIA","E",105,"E",19,2022-03-23,"No","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",5089.82035928144
7978,"Les Corts",150,3,3,579000,"LA CASA AGENCY","F",120,"E",46,2022-03-26,"No","No",1990,"Yes","No","No","No","No","Yes","No","No","No","No","No","Les Corts",3860
7979,"Guinardó",87,2,3,449000,"ESTILTRES GESTIÓ IMMOBILIÀRIA","E",150,"E",31,2022-03-01,"Yes","No",1931,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",5160.91954022988
7995,"Provençals del Poblenou",81,3,1,258000,"LA CASA GRUP","F",999,"F",99,2022-03-23,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3185.18518518519
7999,"Sant Gervasi - Galvany",67,1,1,185000,"Webhouse Santgervasi","G",999,"G",999,2022-04-05,"No","No",1962,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",2761.19402985075
8003,"St. Pere - Sta. Caterina - El Born",66,1,2,4e+05,"BCN ADVISORS","G",999,"G",999,2021-12-20,"No","No",1946,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",6060.60606060606
8004,"St. Pere - Sta. Caterina - El Born",62,2,1,475000,"ENGEL & VOELKERS","E",163,"E",33,2022-03-28,"Yes","No",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7661.29032258064
8005,"Barceloneta",75,3,1,370000,"ENGEL & VOELKERS","G",264,"G",68,2022-03-22,"Yes","No",1953,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4933.33333333333
8008,"Sagrada Família",54,1,1,315000,"ALL4FLAT","G",999,"G",999,2021-11-22,"No","No",1925,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5833.33333333333
8010,"Provençals del Poblenou",81,3,1,235000,"LA CASA AGENCY - LLEFIA REAL ESTATE","F",459,"F",86,2022-03-29,"Yes","No",1979,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2901.23456790123
8011,"Sant Martí",104,3,2,325000,"TUKSA","E",115,"E",28,2022-04-08,"Yes","Yes",1965,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3125
8012,"Sagrada Família",78,2,1,295000,"GAND HOUSE","E",187,"E",39,2022-03-31,"No","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3782.05128205128
8013,"Dreta de l´Eixample",94,3,2,640000,"ENGEL & VOELKERS","E",172,"F",42,2022-03-30,"Yes","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6808.51063829787
8017,"Dreta de l´Eixample",109,3,2,585000,"Rius Estate","E",134,"E",28,2022-03-01,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5366.97247706422
8018,"Trinitat Nova",61,3,1,144000,"Tu Solución Inmobiliaria (Activa)","G",333,"G",69,2022-03-28,"No","Yes",1963,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2360.65573770492
8019,"Badal",100,3,2,420000,"ENGEL & VOELKERS","E",116,"D",19,2022-03-22,"Yes","No",2007,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4200
8020,"Sagrada Família",59,3,2,425000,"ENGEL & VOELKERS","E",158,"E",33,2022-03-22,"Yes","No",1977,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",7203.38983050847
8022,"Esquerra Baixa de l´Eixample",180,4,2,820000,"BCN ADVISORS","G",999,"G",999,2022-03-15,"Yes","No",1964,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4555.55555555556
8025,"Camp de l´Arpa",88,3,1,380000,"AVinvestor","D",100,"D",20,2022-04-07,"No","Yes",1957,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4318.18181818182
8026,"Sant Gervasi - Galvany",120,3,2,550000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",113,"D",22,2022-03-08,"Yes","Yes",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4583.33333333333
8029,"Diagonal Mar - La Mar Bella",75,2,1,450000,"ENGEL & VOELKERS","E",150,"E",31,2022-03-22,"Yes","No",2000,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",6000
8037,"La Guineueta",90,4,2,280000,"Tu Solución Inmobiliaria (Activa)","E",209,"E",40,2022-03-28,"Yes","No",1967,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",3111.11111111111
8038,"Sagrada Família",75,3,1,340000,"LA CASA AGENCY SANT ANDREU","E",48,"F",238,2022-03-24,"Yes","No",1951,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4533.33333333333
8039,"Guinardó",62,2,1,135000,"TECNOCASA - HOME GUINARDO","F",195,"F",85,2022-04-08,"No","No",1949,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2177.41935483871
8042,"Badal",60,2,1,340000,"LA CASA AGENCY - ESTUDIO BUENOS AIRES","E",121,"E",45,2022-03-23,"No","No",2009,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",5666.66666666667
8045,"Dreta de l´Eixample",144,5,2,850000,"Rentmar Fincas","G",999,"G",999,2022-04-03,"No","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5902.77777777778
8047,"La Bordeta",61,3,1,249000,"La Casa Agency - Punt Sant Pau","E",148,"E",35,2022-04-01,"No","No",1969,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4081.96721311475
8049,"Sant Antoni",94,3,2,460000,"ENGEL & VOELKERS","E",201,"E",42,2022-03-22,"No","No",1939,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4893.6170212766
8050,"La Verneda - La Pau",86,3,1,2e+05,"LA CASA AGENCY - LLEFIA REAL ESTATE","G",999,"G",999,2022-03-10,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2325.58139534884
8055,"Sant Gervasi - Galvany",180,5,2,750000,"Atico/Noramarti","G",999,"G",999,2022-02-02,"Yes","No",1940,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4166.66666666667
8056,"Sagrada Família",105,2,1,419500,"FINQUES RODÉS","G",267,"F",55,2022-03-14,"Yes","No",1976,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3995.2380952381
8057,"La Salut",96,3,3,423600,"Ver pisos - Serveis Immobiliaris","D",72,"C",15,2021-11-05,"Yes","No",2019,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",4412.5
8058,"Provençals del Poblenou",89,4,1,239000,"YOU HOME IN BARCELONA REAL ESTATE S. L.","G",999,"G",999,2022-03-29,"Yes","No",1974,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2685.39325842697
8060,"Sagrada Família",105,2,1,419500,"HOMIM","G",267,"F",55,2022-03-11,"Yes","No",1976,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3995.2380952381
8063,"Raval",36,1,1,195000,"PIA","F",331,"F",56,2022-03-30,"Yes","Yes",2000,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5416.66666666667
8064,"Esquerra Alta de l´Eixample",120,4,2,429000,"FINQUES MAJES TERRASSA","F",113,"E",24,2022-03-31,"Yes","No",1962,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3575
8065,"Sagrada Família",72,2,2,275000,"ENGEL & VOELKERS","E",161,"E",34,2022-03-22,"No","No",1912,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3819.44444444444
8074,"Dreta de l´Eixample",138,2,2,820000,"ENGEL & VOELKERS","E",183,"E",38,2022-03-22,"Yes","No",1881,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5942.02898550725
8075,"Dreta de l´Eixample",117,3,2,630000,"ENGEL & VOELKERS","E",110,"D",23,2022-03-25,"Yes","No",1978,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5384.61538461538
8076,"Congrés - Indians",98,3,2,458000,"GRUP HABITAT","G",999,"G",999,2022-03-01,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Sant Andreu",4673.4693877551
8080,"Sants",77,3,2,498800,"ENGEL & VOELKERS","B",38,"B",999,2022-01-25,"Yes","No",2018,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sants Montjuic",6477.92207792208
8083,"Gòtic",101,3,2,770000,"ENGEL & VOELKERS","F",218,"E",999,2022-03-22,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7623.76237623762
8088,"Bon Pastor",64,3,1,139000,"LA CASA AGENCY","E",137,"E",28,2022-04-08,"No","No",1962,"Yes","No","No","No","No","No","No","No","No","No","No","Sant Andreu",2171.875
8099,"Raval",79,3,2,360000,"ENGEL & VOELKERS","E",122,"E",25,2022-03-22,"No","Yes",1849,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4556.96202531646
8101,"Sagrada Família",61,1,1,335000,"ENGEL & VOELKERS","E",172,"E",33,2022-03-30,"Yes","No",1998,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5491.80327868852
8102,"Gòtic",77,3,1,349000,"ENGEL & VOELKERS","E",148,"E",30,2022-03-22,"Yes","No",1961,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4532.46753246753
8104,"La Verneda - La Pau",68,3,1,2e+05,"LA CASA AGENCY - SANTA COLOMA","G",999,"G",999,2022-04-06,"No","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2941.17647058824
8105,"La Salut",66,3,1,225000,"ALL4FLAT","G",352,"G",59,2021-11-25,"No","Yes",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Gracia",3409.09090909091
8106,"Dreta de l´Eixample",70,1,1,540000,"ENGEL & VOELKERS","D",999,"D",999,2022-03-22,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",7714.28571428571
8108,"Raval",67,1,1,360000,"ENGEL & VOELKERS","E",200,"E",41,2022-03-24,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5373.13432835821
8110,"Dreta de l´Eixample",157,5,2,774000,"DEVEGA REAL ESTATE","D",110,"E",22,2022-03-18,"Yes","No",1895,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4929.93630573248
8111,"Ciutat Meridiana",66,3,1,99000,"DON CASA","G",327,"G",58,2022-01-21,"No","No",1971,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",1500
8112,"Esquerra Baixa de l´Eixample",141,4,2,595000,"ENGEL & VOELKERS","E",147,"E",30,2022-03-22,"No","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4219.85815602837
8113,"Raval",82,3,2,320000,"ENGEL & VOELKERS","E",138,"E",30,2022-03-22,"Yes","No",2006,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Ciutat Vella",3902.43902439024
8117,"Poblenou",60,3,1,230000,"Agradi Finques","F",234,"F",49,2022-03-10,"Yes","No",1960,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",3833.33333333333
8118,"Poblenou",78,2,2,525000,"Duran Carasso Barcelona Gestion Inmobiliaria","G",999,"G",999,2022-01-29,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",6730.76923076923
8119,"Poblenou",78,2,2,495000,"DURAN CARASSO","G",999,"G",999,2022-02-25,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",6346.15384615385
8121,"Porta",68,3,1,180000,"Elimit Fincas","G",999,"G",999,2021-10-27,"No","No",1956,"No","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2647.05882352941
8123,"Pedralbes",90,3,3,597000,"Berkshire Hathaway Home Services Barcelona","D",97,"D",20,2022-03-30,"No","No",1967,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",6633.33333333333
8125,"Roquetes",65,3,1,169000,"LA CASA GRUP","G",999,"G",99,2022-03-11,"No","No",1971,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2600
8126,"Vila de Gràcia",53,2,1,250000,"CLIKALIA","E",250,"E",26,2022-03-23,"Yes","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",4716.98113207547
8127,"Vila de Gràcia",140,4,2,650000,"CLIKALIA","E",189,"E",39,2022-03-25,"Yes","No",1935,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",4642.85714285714
8128,"Sant Andreu",67,2,1,245000,"CLIKALIA","E",105,"E",26,2022-03-25,"Yes","No",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3656.71641791045
8129,"Navas",95,4,2,330000,"CLIKALIA","F",194,"E",39,2022-03-31,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3473.68421052632
8130,"Poble Sec",68,2,1,270000,"CLIKALIA","E",159,"E",29,2022-03-31,"Yes","No",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3970.58823529412
8131,"Esquerra Alta de l´Eixample",112,4,2,499000,"CLIKALIA","E",185,"E",39,2022-03-29,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4455.35714285714
8132,"Guinardó",72,3,1,275000,"CLIKALIA","E",200,"E",27,2022-03-29,"Yes","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3819.44444444444
8133,"Baix Guinardó",70,2,2,365000,"Inmotarget","E",120,"D",20,2022-03-31,"Yes","No",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",5214.28571428571
8139,"Horta",167,4,2,690000,"ENGEL & VOELKERS","E",146,"E",30,2022-03-22,"Yes","No",1994,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",4131.73652694611
8140,"Congrés - Indians",94,3,2,458000,"GRUP HABITAT","G",999,"G",999,2022-03-24,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Sant Andreu",4872.34042553191
8143,"Esquerra Alta de l´Eixample",127,5,2,510900,"FINQUES MAJES TERRASSA","G",349,"F",52,2022-03-22,"No","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4022.83464566929
8144,"Esquerra Alta de l´Eixample",72,2,1,290000,"ALL4FLAT","G",999,"G",999,2022-02-23,"No","Yes",1936,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4027.77777777778
8145,"Turó de la Peira - Can Peguera",58,3,1,139000,"Elimit Fincas","G",999,"G",999,2021-10-27,"No","No",1959,"No","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2396.55172413793
8146,"Prosperitat",122,4,2,159000,"DON CASA","G",999,"G",999,2022-01-21,"No","No",1973,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",1303.27868852459
8148,"Raval",129,4,2,819000,"SAFTI ESPAÑA","G",999,"G",999,2022-03-22,"Yes","No",1880,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",6348.83720930233
8152,"St. Pere - Sta. Caterina - El Born",90,1,2,8e+05,"All Houses Bcn","C",45,"B",8,2022-03-24,"Yes","Yes",1934,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",8888.88888888889
8154,"La Marina-Montjuïc",60,3,1,149000,"Pisos-Barcelona","E",197,"E",41,2022-04-08,"No","No",1965,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2483.33333333333
8157,"Barceloneta",117,3,2,890000,"ENGEL & VOELKERS","D",104,"E",17,2022-03-28,"Yes","Yes",2006,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",7606.83760683761
