,Barri,Area,Habitacions,Lavabos,Preu,Immobiliaria,ConsumoEtiqueta,ConsumokW,EmisionesEtiqueta,Emisioneskg,Data anunci,Aire_acondicionat,Moblat,Any_construccio,Calefaccio,Transport_public_proper,Llar_de_foc,Obra_nova,Piscina_propia,Plaza_parking,Ascensor,Equipamient_esportiu,Jardi_comunitari,Piscina_comunitaria,Vigilancia,Districte
11683,Raval,67,2,1,120000.0,Mashabitat,G,274.0,F,54.0,18/03/2022,0,0,1842,0,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11686,Navas,133,5,2,630000.0,Global Invest EJD,E,143.0,E,48.0,09/04/2022,0,0,1971,1,1,0,0,0,0,1,0,0,0,0,Sant Andreu
11687,Esquerra Alta de l´Eixample,100,4,2,315000.0,Tecnocasa Estudi Roma,D,142.0,D,42.0,29/03/2022,1,1,1979,0,1,0,0,0,0,1,0,0,0,1,Eixample
11691,Esquerra Alta de l´Eixample,92,4,2,410000.0,Solfinc,G,999.0,G,999.0,30/03/2022,0,0,1920,0,1,0,0,0,0,1,0,0,0,0,Eixample
11696,Camp de l´Arpa,285,5,3,790000.0,Busto Real Estate,C,122.0,C,234.0,25/03/2022,0,0,1984,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
11699,Sant Martí,83,3,1,259000.0,Fincas Eva,E,174.0,E,44.0,09/04/2022,0,0,1969,0,1,0,0,0,0,1,0,0,0,0,Sant Marti
11700,Baix Guinardó,91,3,2,265000.0,Immobiliària Barcelona ®,E,167.0,E,35.0,08/04/2022,0,0,1954,0,1,0,0,0,0,1,0,0,0,0,Horta Guinardo
11701,Sagrada Família,32,1,2,178000.0,Immobiliària Barcelona ®,G,316.0,F,54.0,08/04/2022,0,1,1932,0,1,0,0,0,0,1,0,0,0,0,Eixample
11702,Poble Sec,101,3,2,425000.0,Carlos Torrico - Monapart,E,139.0,E,29.0,05/04/2022,0,0,1885,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
11703,La Guineueta,109,3,2,330000.0,Picat Patrimoni,G,221.0,G,57.0,07/04/2022,0,0,1974,1,1,0,0,0,0,1,0,0,0,0,Nou Barris
11704,Baix Guinardó,55,2,1,245000.0,Immobiliària Barcelona ®,F,231.0,E,48.0,08/04/2022,1,0,1926,1,1,0,0,0,0,1,0,0,0,0,Horta Guinardo
11705,Esquerra Baixa de l´Eixample,72,3,1,359000.0,Finques Urgell,G,283.0,E,48.0,07/04/2022,0,1,1926,1,1,0,0,0,0,1,0,0,0,0,Eixample
11707,St. Pere - Sta. Caterina - El Born,110,2,2,565000.0,Proddigia Barcelona,E,141.0,E,31.0,09/04/2022,1,1,1870,1,0,1,0,0,0,1,0,0,0,0,Ciutat Vella
11709,St. Pere - Sta. Caterina - El Born,117,3,2,540000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,Ciutat Vella
11710,Gòtic,72,2,2,590000.0,080 REAL ESTATE,E,126.0,E,24.0,21/01/2022,1,0,1968,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
11711,Sant Gervasi - Galvany,150,5,3,798000.0,Fincas Finurba,G,999.0,G,999.0,17/02/2022,0,0,1972,1,1,1,0,0,1,1,0,0,0,0,Sarria Sant Gervasi
11712,Sant Gervasi - Galvany,120,4,2,765000.0,Apartments67,G,135.0,G,37.0,29/03/2022,1,0,1980,1,1,0,0,0,1,1,0,0,0,1,Sarria Sant Gervasi
11713,Sant Antoni,40,2,1,228000.0,SIMURBA,G,274.0,F,52.0,01/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
11719,Poblenou,68,1,1,325000.0,Fincas Eva,E,192.0,E,32.0,09/04/2022,1,0,1885,1,1,0,0,0,0,0,0,0,0,0,Sant Marti
11720,Baix Guinardó,70,2,2,365000.0,Carlos Torrico - Monapart,E,120.0,D,20.0,05/04/2022,1,0,2006,1,0,0,0,0,0,1,0,0,1,0,Horta Guinardo
11721,Guinardó,87,2,1,315000.0,Carlos Torrico - Monapart,C,52.0,C,13.0,05/04/2022,1,1,2014,1,0,0,0,0,0,1,0,0,1,0,Horta Guinardo
11723,Sant Andreu,59,2,1,199000.0,Carlos Torrico - Monapart,F,163.0,F,38.0,05/04/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
11731,Esquerra Alta de l´Eixample,170,3,2,830000.0,Housell,G,999.0,G,999.0,09/04/2022,1,0,1905,0,0,0,0,0,0,1,0,0,0,0,Eixample
11733,Congrés - Indians,72,2,1,210000.0,Insma properties S.L.,E,157.0,D,33.0,21/12/2021,0,0,1930,0,1,0,0,0,0,0,0,0,0,0,Sant Andreu
11734,Esquerra Alta de l´Eixample,101,4,2,475000.0,ANDOR HOME,E,204.0,E,42.0,18/01/2022,1,0,1999,1,1,0,0,0,1,1,1,1,1,1,Eixample
11737,Gòtic,88,1,3,675000.0,Deyco,G,999.0,G,999.0,02/03/2022,1,0,1900,1,1,0,1,0,0,1,0,0,0,0,Ciutat Vella
11740,Gòtic,115,2,2,790000.0,Immodisseny,G,999.0,G,999.0,02/03/2022,1,0,1900,1,1,0,0,0,0,1,0,0,0,1,Ciutat Vella
11743,Trinitat Vella,132,3,2,238000.0,Housell,G,999.0,G,999.0,09/04/2022,1,0,2004,0,0,0,0,0,1,1,0,0,0,0,Sant Andreu
11744,Sant Antoni,83,3,1,329000.0,Solpisos BCN,G,999.0,G,999.0,28/02/2022,1,0,1970,1,1,0,0,0,0,1,0,0,0,0,Eixample
11750,Gòtic,142,2,1,350000.0,Kaufmann & Winkel,G,999.0,G,999.0,17/03/2022,0,1,1900,1,1,0,0,0,0,1,0,0,0,0,Ciutat Vella
11752,Sagrada Família,172,5,2,565000.0,Vivendex,E,248.0,E,46.0,02/03/2022,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,Eixample
11754,Sant Gervasi - Galvany,173,4,3,660000.0,Carlos Torrico - Monapart,E,130.0,E,24.0,05/04/2022,0,0,1961,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11757,Sants,92,3,2,415000.0,ANDOR HOME,E,224.0,D,44.0,11/02/2022,1,1,1966,1,1,0,0,0,0,1,0,0,0,1,Sants Montjuic
11760,Dreta de l´Eixample,80,3,2,525000.0,Kaufmann & Winkel,D,137.0,D,46.0,17/03/2022,1,1,1955,1,1,0,0,0,0,1,0,0,0,0,Eixample
11762,Hostafrancs,92,4,2,329000.0,City Pisos SL,G,999.0,G,999.0,15/02/2022,1,0,1975,1,1,0,0,0,1,1,1,0,0,0,Sants Montjuic
11767,La Marina-Montjuïc,86,3,2,290000.0,Cases Finques,G,999.0,G,999.0,03/11/2021,1,1,1983,1,1,0,0,0,0,1,0,1,1,1,Sants Montjuic
11770,Poble Sec,128,3,1,565000.0,Carlos Torrico - Monapart,G,279.0,F,55.0,05/04/2022,1,0,1962,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
11771,Dreta de l´Eixample,128,3,2,590000.0,Carlos Torrico - Monapart,E,156.0,E,32.0,05/04/2022,1,0,1981,1,0,0,0,0,0,1,0,0,0,0,Eixample
11772,Vallcarca - Penitents,86,3,2,285000.0,Webhouse Santgervasi,G,999.0,G,999.0,08/04/2022,1,0,1955,1,1,0,0,0,0,1,0,0,0,0,Gracia
11774,Poblenou,75,2,2,397000.0,Excellence - Monapart,E,184.0,E,38.0,09/04/2022,1,0,2005,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
11777,Sants,80,3,3,270000.0,Coldwell Banker  Eminent,E,45.0,F,214.0,28/01/2022,1,1,1930,1,1,0,0,0,0,1,0,0,0,0,Sants Montjuic
11780,Roquetes,73,3,1,144000.0,SIMURBA,G,283.0,F,54.0,21/03/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
11783,Sant Gervasi - Bonanova,95,2,2,455000.0,Housell,G,999.0,G,999.0,09/04/2022,1,0,1978,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11785,Guinardó,65,3,1,175000.0,Tecnocasa Nova Navas- Maragall Sl,G,999.0,G,999.0,04/04/2022,1,0,1955,0,0,0,0,0,0,0,0,0,0,0,Horta Guinardo
11786,Esquerra Alta de l´Eixample,100,2,2,545000.0,Global Invest EJD,E,162.0,E,34.0,09/04/2022,1,1,1930,1,1,0,0,0,0,1,0,0,0,0,Eixample
11787,Gòtic,70,2,1,250000.0,Global BCN,E,119.0,E,25.0,08/04/2022,0,1,1850,0,0,0,0,0,0,0,0,0,0,0,Ciutat Vella
11790,Sant Antoni,110,4,2,530000.0,IMMOAUGUSTA,E,133.0,E,26.0,07/04/2022,1,0,1973,1,1,0,0,0,0,1,0,0,0,0,Eixample
11791,Badal,51,2,1,210000.0,l´h INMOBILIARIA,F,227.0,F,46.0,09/04/2022,1,0,1963,1,1,0,0,0,0,0,0,0,0,0,Sants Montjuic
11792,Esquerra Baixa de l´Eixample,52,1,1,190000.0,Llar Quatre,E,129.0,F,67.0,22/03/2022,1,0,1938,1,1,0,0,0,0,0,0,0,0,0,Eixample
11793,Sant Genís dels Agudells,65,2,1,245000.0,Grupo tu inmobiliaria,B,38.0,B,7.0,08/04/2022,0,0,2022,0,1,0,0,0,1,1,0,0,0,0,Horta Guinardo
11794,Font de la Guatlla,110,2,3,673000.0,City Pisos SL,G,999.0,G,999.0,01/04/2022,1,0,2022,1,1,0,1,0,1,1,0,1,1,0,Sants Montjuic
11795,Sant Gervasi - Galvany,150,3,3,1300000.0,Casas & Casas,G,999.0,G,999.0,08/04/2022,0,0,1965,1,1,1,0,0,0,1,0,0,0,1,Sarria Sant Gervasi
11796,Sagrada Família,153,5,2,496000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1945,0,0,0,0,0,0,1,0,0,0,0,Eixample
11797,Raval,60,2,1,259000.0,Solpisos BCN,G,999.0,G,999.0,28/02/2022,1,0,2002,1,1,0,0,0,0,1,0,0,0,0,Ciutat Vella
11799,Sagrada Família,62,3,2,285000.0,MDR Servicios Inmobiliarios,D,152.0,D,152.0,04/04/2022,1,0,1979,0,1,0,0,0,0,1,0,0,0,0,Eixample
11800,Pedralbes,93,3,2,460000.0,City Pisos SL,G,999.0,G,999.0,01/04/2022,0,0,1967,1,1,0,0,0,0,1,0,0,0,0,Les Corts
11803,Barceloneta,40,2,1,172000.0,Gestavi-Serveis Immobiliaris,G,300.0,G,60.0,04/04/2022,1,0,1952,0,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11804,Poble Sec,90,3,2,255000.0,Carlos Torrico - Monapart,G,263.0,F,55.0,05/04/2022,0,0,1902,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
11809,Esquerra Alta de l´Eixample,116,4,2,429000.0,Immobiliària Barcelona ®,G,268.0,F,56.0,08/04/2022,0,0,1962,1,1,0,0,0,0,1,0,0,0,0,Eixample
11810,Dreta de l´Eixample,58,1,1,635000.0,Casa en Sant Cugat,G,999.0,G,999.0,30/11/2021,1,1,1996,1,1,0,0,0,0,1,0,0,0,1,Eixample
11813,Sant Antoni,85,3,1,380000.0,Exp Realty España,D,147.0,D,147.0,05/04/2022,0,0,1970,1,0,0,0,0,0,1,0,0,0,0,Eixample
11820,Sant Gervasi - Galvany,88,2,1,455000.0,EXCENS BARCELONA,E,143.0,E,36.0,08/04/2022,0,0,1963,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11821,Dreta de l´Eixample,86,3,2,429000.0,REMAX MERCI,G,999.0,G,999.0,09/04/2022,0,0,1971,0,1,0,0,0,0,1,0,0,0,0,Eixample
11823,Trinitat Nova,50,2,1,103500.0,Quality Houses,G,999.0,G,999.0,17/03/2022,0,0,1963,0,1,0,0,0,0,0,0,0,0,0,Nou Barris
11824,Dreta de l´Eixample,140,4,2,590000.0,LATER GRUPO INMOBILIARIO,E,170.0,E,28.0,25/03/2022,1,0,1900,1,1,0,0,0,0,1,0,0,0,0,Eixample
11825,Sant Antoni,103,4,2,345000.0,Redpiso,E,123.0,E,25.0,28/03/2022,0,0,1970,0,1,0,0,0,0,1,0,0,0,0,Eixample
11826,Trinitat Vella,63,3,1,134500.0,Tu Casa Bcn,G,435.0,G,111.0,27/12/2021,1,0,1971,1,1,0,0,0,0,0,0,0,0,0,Sant Andreu
11827,Baix Guinardó,55,1,1,300000.0,FINCADOR SERVEIS IMMOBILIARIS,E,27.0,E,156.0,05/04/2022,1,0,2017,1,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11829,Sant Gervasi - Galvany,119,2,2,660000.0,Global Invest EJD,E,111.0,E,35.0,09/04/2022,1,1,1968,1,1,0,0,0,0,1,0,0,0,1,Sarria Sant Gervasi
11830,Vila de Gràcia,46,2,1,249500.0,Carlos Torrico - Monapart,G,305.0,G,60.0,05/04/2022,1,0,1930,0,0,0,0,0,0,0,0,0,0,0,Gracia
11831,Turó de la Peira - Can Peguera,58,2,1,122000.0,Fincas Cartelina Cinco,G,373.0,G,68.0,27/01/2022,0,0,1954,0,1,0,0,0,0,1,0,0,0,0,Nou Barris
11832,Poble Sec,128,1,2,240000.0,Fincas Eva,C,154.0,C,32.0,09/04/2022,1,0,1930,0,1,0,0,0,0,0,0,0,0,0,Sants Montjuic
11835,Roquetes,75,3,1,255000.0,Global BCN,F,141.0,F,31.0,08/04/2022,1,0,1973,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
11839,Esquerra Alta de l´Eixample,90,3,1,419000.0,BCN House,G,240.0,F,50.0,02/04/2022,1,0,1900,1,1,0,0,0,0,1,0,0,0,0,Eixample
11841,Camp d´en Grassot - Gràcia N.,109,4,2,555000.0,Reddfincas3000,D,72.0,C,15.0,07/02/2022,1,0,2019,1,1,0,1,0,1,1,0,0,0,0,Gracia
11842,Sant Gervasi - Galvany,92,2,1,539000.0,eRitage.net,E,185.0,E,38.0,06/04/2022,0,0,1916,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11843,Sant Gervasi - Galvany,180,5,3,695000.0,Elena Arregui Servicios Inmobiliarios,E,183.0,E,38.0,28/03/2022,0,0,1975,1,1,0,0,0,1,1,0,0,1,1,Sarria Sant Gervasi
11844,Dreta de l´Eixample,80,3,1,370000.0,Barcelona Realty Group,G,999.0,G,999.0,10/03/2022,1,1,1939,0,1,1,0,0,0,1,0,0,0,0,Eixample
11846,Taxonera,59,4,1,164000.0,SIMURBA,G,252.0,F,53.0,25/03/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11847,La Sagrera,49,3,2,155000.0,Finques Quer,G,999.0,G,999.0,09/03/2022,1,0,1962,0,1,0,0,0,0,0,0,0,0,0,Sant Andreu
11848,Dreta de l´Eixample,125,3,2,650000.0,AVENIR,G,289.0,G,72.0,09/04/2022,1,0,1910,1,1,0,0,0,0,1,0,0,0,0,Eixample
11849,Sant Ramon - Maternitat,70,3,1,335000.0,Euro House Fincas,G,276.0,G,71.0,08/04/2022,1,0,1960,0,0,0,0,0,0,1,0,0,0,0,Les Corts
11852,Les Corts,82,2,2,250000.0,BCN Living,E,250.0,D,45.0,22/02/2022,1,0,1966,1,1,0,0,0,0,1,0,0,0,0,Les Corts
11853,La Verneda - La Pau,70,3,1,193000.0,Sinland,G,999.0,G,999.0,06/04/2022,0,0,1967,0,1,0,0,0,0,1,1,1,0,0,Sant Marti
11854,Poble Sec,52,2,1,225000.0,SAFTI ESPAÑA,E,140.0,E,29.0,07/04/2022,0,0,1929,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
11857,Camp d´en Grassot - Gràcia N.,63,2,1,190000.0,Lebiimmo,E,157.0,E,32.0,06/04/2022,0,0,1940,1,1,0,0,0,0,1,0,0,0,0,Gracia
11861,Sant Genís dels Agudells,65,2,1,145000.0,SIMURBA,E,131.0,E,34.0,15/02/2022,0,0,1961,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11862,Sants,55,1,1,235000.0,Euro House Fincas,E,195.0,E,41.0,08/04/2022,1,0,1929,1,1,0,0,0,0,1,0,0,0,0,Sants Montjuic
11866,La Guineueta,94,3,1,187000.0,SIMURBA,F,237.0,E,47.0,07/02/2022,0,0,1964,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
11870,Dreta de l´Eixample,181,3,3,1090000.0,Eix Habitat,E,80.0,E,80.0,28/02/2022,1,0,1958,1,1,0,0,0,0,1,0,0,0,1,Eixample
11872,Les Corts,120,4,3,595000.0,Tecnocasa Les Corts,E,154.0,E,32.0,07/03/2022,1,0,1969,1,1,1,0,0,1,1,0,1,0,1,Les Corts
11873,Hostafrancs,42,1,1,165000.0,Busto Real Estate,E,234.0,E,432.0,25/03/2022,0,1,1957,0,0,0,0,0,0,0,0,0,0,0,Sants Montjuic
11876,St. Pere - Sta. Caterina - El Born,93,3,2,299000.0,Housell,G,999.0,G,999.0,09/04/2022,1,0,1900,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
11877,Sagrada Família,83,3,1,395000.0,Carlos Torrico - Monapart,C,14.0,D,88.0,05/04/2022,1,1,1973,1,0,0,0,0,0,1,0,0,0,0,Eixample
11878,Dreta de l´Eixample,101,3,2,430000.0,Bergua Gestió Immobles,E,165.0,E,29.0,25/10/2021,1,0,1972,1,1,0,0,0,0,1,0,0,0,0,Eixample
11879,Dreta de l´Eixample,101,3,2,420000.0,Assessors Du Pre i Fernandez,E,165.0,E,29.0,15/03/2022,0,0,1972,1,1,0,0,0,1,1,0,0,0,1,Eixample
11884,Hostafrancs,59,2,1,175000.0,Immobiliària Barcelona ®,E,151.0,E,25.0,08/04/2022,1,0,1965,1,1,0,0,0,0,1,0,0,0,0,Sants Montjuic
11885,Porta,62,3,1,175000.0,Clavis Grup Via Julia,G,266.0,G,49.0,02/04/2022,0,1,1963,0,1,0,0,0,0,1,0,0,0,1,Nou Barris
11886,Congrés - Indians,75,3,1,198000.0,Domcasa,G,999.0,G,999.0,01/03/2022,0,0,1955,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
11888,Sant Gervasi - Bonanova,195,5,3,843700.0,Immobiliària Barcelona ®,G,286.0,G,60.0,08/04/2022,0,0,1970,1,1,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11890,Camp d´en Grassot - Gràcia N.,62,2,1,325000.0,Global Invest EJD,E,171.0,E,34.0,09/04/2022,1,1,1940,1,1,0,0,0,0,1,0,0,0,0,Gracia
11892,Sant Antoni,70,3,1,330000.0,Inmoredes,G,999.0,G,999.0,25/03/2022,0,1,1975,0,0,0,0,0,0,1,0,0,0,1,Eixample
11895,Turó de la Peira - Can Peguera,63,3,1,96000.0,Mashabitat,G,999.0,G,999.0,07/04/2022,0,0,1960,0,1,0,0,0,0,1,0,0,0,0,Nou Barris
11896,Sagrada Família,41,1,1,199000.0,Home Penthouse,E,171.0,E,33.0,09/04/2022,1,1,1912,1,1,0,0,0,0,0,0,0,0,0,Eixample
11899,Gòtic,90,1,1,375000.0,INVERSIONES BCN,G,336.0,G,70.0,09/04/2022,1,1,1860,1,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11900,Vilapicina - Torre Llobeta,58,3,1,169000.0,LLARCELONA,E,183.0,E,38.0,09/04/2022,0,0,1963,0,1,0,0,0,0,1,0,0,0,0,Nou Barris
11901,Diagonal Mar - La Mar Bella,149,4,2,970000.0,Solespai.com,E,105.0,D,19.0,08/04/2022,1,0,2002,1,1,0,0,0,1,1,1,1,1,0,Sant Marti
11902,Sant Genís dels Agudells,63,3,1,150500.0,SIMURBA,G,291.0,F,55.0,13/12/2021,0,0,1962,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11903,Sant Genís dels Agudells,76,3,1,220000.0,El seu pis,G,999.0,G,999.0,25/03/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11905,Les Corts,44,2,1,200000.0,Tecnocasa Les Corts,E,150.0,E,33.0,05/04/2022,0,0,1937,0,1,0,0,0,0,0,0,0,0,0,Les Corts
11906,Esquerra Alta de l´Eixample,90,5,2,490000.0,080 REAL ESTATE,G,999.0,G,999.0,21/01/2022,1,0,1944,1,0,0,0,0,0,1,0,0,0,0,Eixample
11908,Vilapicina - Torre Llobeta,52,3,1,169000.0,ESPAI BCN FLATS,E,183.0,E,38.0,08/04/2022,0,0,1963,0,1,0,0,0,0,1,0,0,0,0,Nou Barris
11909,Can Baró,113,3,2,435000.0,Prontopiso,B,999.0,B,999.0,01/03/2022,0,0,2021,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
11916,Provençals del Poblenou,75,3,1,180000.0,Toysan Finques,G,250.0,G,62.0,08/04/2022,0,0,1900,0,1,0,0,0,0,1,0,1,0,0,Sant Marti
11917,Sagrada Família,51,2,1,269000.0,Fincas Sanchez,G,237.0,G,61.0,01/04/2022,1,1,1930,1,1,0,0,0,0,0,0,0,0,0,Eixample
11918,Fort Pienc,114,4,2,560000.0,Lebiimmo,E,200.0,E,42.0,06/04/2022,0,0,1968,1,1,0,0,0,0,1,0,0,0,0,Eixample
11924,Vila de Gràcia,130,2,1,498000.0,Housell,G,999.0,G,999.0,09/04/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Gracia
11925,Sagrada Família,68,2,1,398000.0,Global Invest EJD,D,103.0,D,21.0,09/04/2022,1,0,1900,1,1,0,0,0,0,1,0,0,0,0,Eixample
11928,Poblenou,98,3,1,398000.0,Immobarceló,E,196.0,E,39.0,09/04/2022,1,0,1923,0,1,0,0,0,0,1,0,0,0,0,Sant Marti
11933,Raval,63,3,1,159000.0,Pisos-Barcelona,E,134.0,E,39.0,08/04/2022,1,0,1870,0,1,0,0,0,0,0,0,0,0,0,Ciutat Vella
11941,Verdun,65,3,1,199000.0,Tecnocasa Desarrollo Via Julia,D,148.0,D,55.0,18/03/2022,1,0,1965,0,1,0,0,0,0,1,0,0,0,0,Nou Barris
11942,Camp d´en Grassot - Gràcia N.,83,3,2,590000.0,Prontopiso,B,999.0,B,999.0,01/03/2022,0,0,2022,0,0,0,0,0,1,1,0,0,0,0,Gracia
11948,Sant Antoni,96,4,2,360000.0,Redpiso,D,123.0,D,25.0,28/03/2022,0,0,1972,0,0,0,0,0,0,1,0,0,0,0,Eixample
11953,Sant Andreu,79,2,2,295000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,F,999.0,F,99.0,09/04/2022,1,0,2008,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
11954,Raval,70,3,2,200000.0,Global Invest EJD,G,132.0,G,48.0,09/04/2022,1,0,1945,1,0,0,0,0,0,0,0,0,0,0,Ciutat Vella
11955,Sant Antoni,102,3,1,350000.0,Carlos Torrico - Monapart,E,174.0,E,36.0,05/04/2022,0,0,1970,1,0,0,0,0,0,1,0,0,0,0,Eixample
11956,Sant Andreu,139,5,3,375000.0,Tecnocasa Sant Andreu,G,999.0,G,999.0,12/03/2022,0,0,1982,1,1,1,0,0,0,0,0,0,0,0,Sant Andreu
11958,Esquerra Baixa de l´Eixample,155,5,3,520000.0,Baba Barcelona,E,158.0,E,32.0,26/03/2022,0,0,1900,1,1,0,0,0,0,1,0,0,0,0,Eixample
11961,Sagrada Família,87,2,3,449000.0,Finques Futura,E,150.0,E,31.0,23/03/2022,1,0,1931,1,1,0,0,0,0,1,0,0,0,0,Eixample
11962,Vila de Gràcia,130,2,1,310000.0,INVERSIONES BCN,E,178.0,E,34.0,09/04/2022,0,0,1900,0,1,0,0,0,0,0,0,0,0,0,Gracia
11963,El Clot,88,4,1,180000.0,Tecnocasa - Finques Navas 1999,G,999.0,G,999.0,08/04/2022,1,0,1965,1,1,0,0,0,0,1,0,0,0,0,Sant Marti
11964,La Salut,125,2,1,169000.0,Fincas Diagonal,G,999.0,G,999.0,16/02/2022,0,0,1975,0,1,0,0,0,0,1,0,0,0,0,Gracia
11965,Vila de Gràcia,93,2,2,445000.0,Carlos Torrico - Monapart,E,173.0,E,34.0,05/04/2022,1,0,1965,1,0,0,0,0,0,1,0,0,0,0,Gracia
11968,Navas,80,2,1,225000.0,Tu Casa Bcn,G,220.0,G,53.0,20/10/2021,1,1,1970,0,1,0,0,0,0,1,0,0,0,0,Sant Andreu
11971,La Salut,120,4,2,498500.0,Hermes & Mathew,G,999.0,G,999.0,12/03/2022,0,0,1960,1,1,0,0,0,0,1,0,0,0,0,Gracia
11972,La Verneda - La Pau,68,3,1,200000.0,"La  Casa Agency, Collblanc",E,175.0,E,23.0,06/04/2022,0,0,1970,0,1,0,0,0,0,1,0,0,0,0,Sant Marti
11976,Sant Gervasi - Galvany,100,2,1,545000.0,ASESORIA REAL ESTATE ATLANTIDA,D,222.0,C,123.0,17/03/2022,1,1,1959,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
11979,Camp de l´Arpa,65,3,1,250000.0,ESTILTRES GESTIÓ IMMOBILIÀRIA,D,85.0,D,18.0,28/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
11980,Navas,70,3,1,257000.0,ASSESSORIA BALISTA,G,300.0,G,300.0,02/03/2022,1,0,1963,1,1,0,0,0,0,1,0,0,0,0,Sant Andreu
11981,Carmel,68,3,1,129700.0,Immobiliària Barcelona ®,G,300.0,G,58.0,08/04/2022,0,0,1954,0,1,0,0,0,0,0,0,0,0,0,Horta Guinardo
11982,La Verneda - La Pau,81,2,1,312300.0,Immobiliària Barcelona ®,E,191.0,E,32.0,08/04/2022,1,0,2009,1,1,0,0,0,0,1,0,0,0,0,Sant Marti
11983,Vilapicina - Torre Llobeta,74,2,2,290000.0,Renta Corporacion Real Estate,B,28.0,A,5.0,18/03/2022,1,0,2020,1,1,0,1,0,0,1,0,0,0,0,Nou Barris
11989,Esquerra Baixa de l´Eixample,171,4,2,789000.0,Urban Oasis,E,131.0,E,27.0,08/03/2022,1,1,1890,1,1,0,0,0,1,1,0,0,0,0,Eixample
11990,Provençals del Poblenou,143,4,3,645000.0,Fincas Sanchez,E,162.0,E,34.0,31/03/2022,1,0,2008,1,1,0,0,0,1,1,0,0,0,0,Sant Marti
11991,Vila de Gràcia,91,3,2,370000.0,Finques Marcos,G,999.0,G,999.0,22/02/2022,0,0,1898,0,1,0,0,0,0,0,0,0,0,0,Gracia
11992,Vila de Gràcia,94,2,1,360000.0,Carlos Torrico - Monapart,E,153.0,E,28.0,05/04/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Gracia
11993,Navas,78,4,1,280000.0,Carlos Torrico - Monapart,G,244.0,F,51.0,05/04/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
12000,Sagrada Família,90,3,2,345000.0,Bergua Gestió Immobles,E,161.0,E,34.0,25/10/2021,1,0,1970,1,1,0,0,0,0,1,0,0,0,0,Eixample
12002,Putget - Farró,112,3,3,495000.0,Immotecnica,G,999.0,G,999.0,08/04/2022,1,1,1966,1,1,1,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
12004,La Sagrera,74,3,1,230000.0,Fincas Sanchez,E,208.0,E,43.0,01/04/2022,1,1,1971,1,1,0,0,0,0,1,0,0,0,0,Sant Andreu
12005,Les Corts,45,1,1,270000.0,Toysan Finques,E,135.0,E,31.0,08/04/2022,1,1,1975,0,1,0,0,0,0,1,0,0,0,1,Les Corts
12006,Badal,70,3,1,269000.0,Busto Real Estate,G,234.0,G,534.0,25/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
12007,Horta,64,2,1,325000.0,Felipe Asesores Inmobiliarios,G,999.0,G,999.0,29/11/2021,1,0,1972,1,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
